user_id,age,gender,city_tier,device_os,platform,income_band,activity_segment,interest_1,interest_2,interest_3,country,signup_days_ago,is_premium
u_00058,31,F,tier_3,Android,mobile_app,mid,casual,snacks,coffee,weekend_trips,RU,621,0
u_00059,19,F,tier_1,Android,mobile_app,mid,casual,furniture,skincare,gaming,RU,164,1
u_00060,35,M,tier_1,Android,mobile_web,low,power,wellness,laptops,wallets,RU,459,0
u_00061,30,M,tier_2,Android,mobile_web,mid,casual,coffee,laptops,cards,RU,39,0
u_00062,35,M,tier_3,Android,mobile_web,mid,casual,appliances,restaurants,delivery,RU,871,1
u_00063,27,F,tier_1,Windows,desktop_web,high,new,restaurants,decor,wallets,RU,1028,0
u_00064,36,F,tier_3,iOS,mobile_app,high,active,appliances,laptops,streaming,RU,103,0
u_00065,28,U,tier_2,Android,mobile_app,high,power,makeup,wellness,car_rental,RU,176,1
u_00066,36,M,tier_1,Android,mobile_app,mid,casual,garden,healthy,shoes,RU,747,0
u_00067,20,M,tier_3,Windows,desktop_web,low,new,streaming,accessories,events,RU,291,1
u_00068,48,F,tier_1,iOS,mobile_app,mid,active,loans,car_rental,cards,RU,196,1
u_00069,20,M,tier_3,Windows,desktop_web,high,active,coffee,streaming,furniture,RU,375,0
u_00070,18,F,tier_2,Android,mobile_app,low,casual,outdoor,insurance,shoes,RU,514,1
u_00071,33,M,tier_2,Android,mobile_web,mid,active,coffee,repair,cards,RU,707,0
u_00072,31,U,tier_1,Android,mobile_web,low,active,flights,investing,cards,RU,415,1
u_00073,46,F,tier_1,Android,mobile_app,high,casual,hotels,snacks,flights,RU,715,0
u_00074,37,M,tier_2,Android,mobile_app,mid,casual,delivery,coding,makeup,RU,800,0
u_00075,50,M,tier_1,Windows,desktop_web,mid,active,books,football,restaurants,RU,487,1
u_00076,28,M,tier_3,Android,mobile_app,high,new,delivery,wallets,cinema,RU,115,1
u_00077,24,U,tier_3,Android,mobile_web,high,active,school,running,delivery,RU,943,0
u_00078,29,M,tier_1,Android,mobile_web,mid,active,cinema,wellness,hotels,RU,874,0
u_00079,48,M,tier_1,Android,mobile_app,mid,new,smartphones,school,sportswear,RU,472,0
u_00080,29,F,tier_2,iOS,mobile_app,low,casual,sportswear,skincare,luxury,RU,814,0
u_00081,53,M,tier_2,Android,mobile_app,mid,casual,wallets,insurance,coffee,RU,1081,0
u_00082,52,M,tier_2,Android,mobile_app,low,active,cycling,casual,sportswear,RU,413,0
u_00083,31,F,tier_1,Windows,desktop_web,low,new,wallets,fragrance,coding,RU,688,0
u_00084,37,F,tier_3,Android,mobile_app,mid,casual,streaming,audio,haircare,RU,432,0
u_00085,65,F,tier_2,macOS,desktop_web,low,power,business,coffee,delivery,RU,626,0
u_00086,25,F,tier_1,Android,mobile_web,mid,power,fitness,accessories,repair,RU,636,0
u_00087,43,F,tier_3,iOS,mobile_app,mid,casual,weekend_trips,fragrance,design,RU,630,0
u_00088,27,M,tier_2,Android,mobile_web,low,new,decor,appliances,books,RU,1024,0
u_00089,42,M,tier_1,Windows,desktop_web,mid,power,investing,coding,hotels,RU,370,0
u_00090,36,F,tier_2,iOS,mobile_app,low,active,outdoor,language,audio,RU,413,0
u_00091,33,F,tier_2,iOS,mobile_app,low,casual,loans,car_rental,weekend_trips,RU,364,0
u_00092,37,F,tier_2,macOS,desktop_web,low,casual,music,business,events,RU,179,0
u_00093,18,M,tier_1,Android,mobile_app,low,active,music,makeup,books,RU,26,0
u_00094,22,M,tier_1,Windows,desktop_web,low,active,language,shoes,events,RU,1045,0
u_00095,18,F,tier_1,iOS,mobile_web,high,casual,design,gaming,insurance,RU,518,0
u_00096,33,M,tier_3,Android,mobile_app,low,new,insurance,makeup,repair,RU,825,0
u_00097,25,U,tier_2,Android,mobile_app,high,casual,outdoor,sportswear,insurance,RU,523,1
u_00098,18,M,tier_3,Windows,desktop_web,low,casual,restaurants,football,snacks,RU,222,0
u_00099,28,M,tier_1,Windows,desktop_web,mid,new,shoes,running,coffee,RU,63,0
u_00100,32,M,tier_1,Windows,desktop_web,mid,power,running,weekend_trips,school,RU,513,0
u_00101,36,F,tier_2,iOS,mobile_app,mid,active,appliances,casual,smartphones,RU,10,0
u_00102,40,F,tier_3,Android,mobile_app,mid,casual,casual,skincare,wearables,RU,527,0
u_00103,33,M,tier_1,Android,mobile_app,high,active,healthy,accessories,fragrance,RU,737,0
u_00104,18,F,tier_3,Windows,desktop_web,mid,active,football,shoes,cinema,RU,543,1
u_00105,32,F,tier_1,macOS,desktop_web,mid,active,appliances,streaming,decor,RU,149,0
u_00106,31,M,tier_2,Android,mobile_app,mid,power,investing,haircare,car_rental,RU,323,0
u_00107,32,F,tier_3,iOS,mobile_app,low,casual,furniture,books,coffee,RU,846,0
u_00108,43,F,tier_2,Android,mobile_app,high,casual,loans,insurance,hotels,RU,987,0
u_00109,20,M,tier_1,iOS,mobile_app,mid,active,skincare,healthy,haircare,RU,389,1
u_00110,20,F,tier_2,Android,mobile_web,low,power,loans,coding,decor,RU,1043,0
u_00111,36,U,tier_1,Windows,desktop_web,low,new,loans,fitness,coffee,RU,1030,0
u_00112,28,M,tier_2,iOS,mobile_web,mid,casual,books,events,sportswear,RU,334,1
u_00113,18,M,tier_1,Android,mobile_app,low,active,cinema,insurance,smartphones,RU,894,0
u_00114,23,F,tier_2,iOS,mobile_app,mid,casual,investing,car_rental,shoes,RU,926,1
u_00115,26,F,tier_1,iOS,mobile_app,high,casual,fragrance,repair,loans,RU,570,0
u_00116,33,F,tier_1,macOS,desktop_web,mid,active,delivery,language,laptops,RU,181,0
u_00117,29,F,tier_1,Android,mobile_app,low,casual,running,audio,wallets,RU,117,0
u_00118,25,M,tier_2,iOS,mobile_web,mid,active,laptops,gaming,outdoor,RU,933,1
u_00119,23,M,tier_1,Android,mobile_app,low,active,smartphones,car_rental,coding,RU,810,0
u_00120,18,F,tier_1,Android,mobile_app,high,new,cinema,garden,luxury,RU,324,0
u_00121,37,F,tier_2,Android,mobile_web,high,power,investing,streaming,coding,RU,122,0
u_00122,31,M,tier_2,iOS,mobile_web,mid,new,cycling,sportswear,luxury,RU,832,0
u_00123,50,F,tier_1,iOS,mobile_app,mid,new,hotels,running,restaurants,RU,661,0
u_00124,55,U,tier_1,iOS,mobile_web,high,power,insurance,football,cards,RU,1031,0
u_00125,30,M,tier_3,Windows,desktop_web,low,new,running,delivery,loans,RU,796,0
u_00126,33,M,tier_2,Windows,desktop_web,low,active,coffee,luxury,language,RU,110,0
u_00127,21,M,tier_3,Android,mobile_app,mid,power,delivery,luxury,shoes,RU,676,0
u_00128,37,M,tier_3,iOS,mobile_app,mid,active,football,business,coffee,RU,197,0
u_00129,39,F,tier_2,Windows,desktop_web,high,active,shoes,skincare,makeup,RU,203,1
u_00130,43,M,tier_1,Android,mobile_app,mid,active,events,music,decor,RU,269,0
u_00131,45,M,tier_3,Windows,desktop_web,mid,active,garden,casual,school,RU,629,0
u_00132,22,M,tier_1,Android,mobile_app,high,active,garden,gaming,smartphones,RU,957,0
u_00133,38,M,tier_3,Windows,desktop_web,high,new,makeup,cards,flights,RU,788,0
u_00134,18,M,tier_2,Android,mobile_app,high,new,business,decor,sportswear,RU,272,0
u_00135,29,M,tier_1,Android,mobile_app,low,casual,furniture,smartphones,sportswear,RU,40,0
u_00136,34,U,tier_2,Windows,desktop_web,mid,active,design,loans,insurance,RU,1029,0
u_00137,26,F,tier_3,Android,mobile_web,mid,active,insurance,streaming,business,RU,360,1
u_00138,53,F,tier_1,Android,mobile_web,high,casual,fragrance,insurance,outdoor,RU,567,1
u_00139,31,F,tier_2,Windows,desktop_web,mid,casual,hotels,garden,healthy,RU,431,0
u_00140,30,F,tier_1,Android,mobile_web,mid,new,coding,audio,fitness,RU,588,0
u_00141,33,F,tier_2,Android,mobile_app,high,new,makeup,smartphones,fragrance,RU,394,0
u_00142,37,F,tier_1,Android,mobile_web,mid,power,outdoor,appliances,coffee,RU,138,0
u_00143,45,M,tier_1,Android,mobile_web,mid,casual,repair,outdoor,books,RU,913,0
u_00144,36,M,tier_1,Android,mobile_web,low,active,music,haircare,car_rental,RU,1043,0
u_00145,39,F,tier_1,Android,mobile_app,low,casual,streaming,insurance,football,RU,1051,0
u_00146,32,F,tier_3,Android,mobile_web,mid,active,cards,streaming,luxury,RU,228,0
u_00147,43,F,tier_2,macOS,desktop_web,mid,active,wellness,insurance,school,RU,416,0
u_00148,35,F,tier_1,iOS,mobile_app,low,active,delivery,insurance,football,RU,131,0
u_00149,42,F,tier_2,Android,mobile_web,low,active,casual,garden,football,RU,1002,0
u_00150,46,F,tier_2,Android,mobile_app,mid,active,insurance,outdoor,cycling,RU,666,1
u_00151,36,M,tier_1,Windows,desktop_web,mid,power,gaming,smartphones,music,RU,579,0
u_00152,36,F,tier_2,Windows,desktop_web,high,power,streaming,running,insurance,RU,582,0
u_00153,18,F,tier_2,Windows,desktop_web,high,casual,coffee,football,wearables,RU,156,0
u_00154,18,M,tier_2,Android,mobile_app,mid,new,appliances,hotels,smartphones,RU,896,0
u_00155,18,F,tier_1,iOS,mobile_app,low,power,garden,cycling,car_rental,RU,919,0
u_00156,38,F,tier_1,Windows,desktop_web,mid,casual,coffee,fragrance,wearables,RU,168,0
u_00157,20,M,tier_2,Android,mobile_app,high,active,loans,insurance,insurance,RU,612,0
u_00158,48,F,tier_2,macOS,desktop_web,high,power,smartphones,luxury,cycling,RU,55,0
u_00159,27,M,tier_2,macOS,desktop_web,low,new,cards,wallets,luxury,RU,720,0
u_00160,32,F,tier_1,macOS,desktop_web,high,casual,haircare,business,makeup,RU,682,1
u_00161,37,F,tier_1,Android,mobile_web,low,power,wellness,smartphones,fitness,RU,906,1
u_00162,34,F,tier_2,Windows,desktop_web,mid,new,wellness,outdoor,music,RU,232,0
u_00163,21,F,tier_3,Android,mobile_app,mid,casual,sportswear,wearables,gaming,RU,315,1
u_00164,32,M,tier_1,Windows,desktop_web,high,casual,business,fitness,language,RU,700,0
u_00165,18,M,tier_2,Android,mobile_app,mid,active,appliances,audio,outdoor,RU,308,0
u_00166,24,M,tier_2,Android,mobile_app,mid,casual,business,wallets,language,RU,308,0
u_00167,43,M,tier_1,iOS,mobile_web,mid,active,insurance,fitness,accessories,RU,873,0
u_00168,29,F,tier_3,Windows,desktop_web,mid,power,smartphones,furniture,accessories,RU,142,1
u_00169,31,M,tier_2,Android,mobile_web,mid,active,cinema,investing,snacks,RU,544,0
u_00170,39,F,tier_2,iOS,mobile_app,high,casual,coffee,cycling,decor,RU,430,0
u_00171,22,F,tier_3,macOS,desktop_web,mid,active,insurance,cycling,wearables,RU,453,0
u_00172,45,M,tier_2,macOS,desktop_web,mid,active,flights,casual,insurance,RU,795,0
u_00173,28,F,tier_1,Android,mobile_app,mid,active,decor,insurance,cards,RU,721,0
u_00174,37,M,tier_1,Windows,desktop_web,mid,active,weekend_trips,insurance,shoes,RU,657,0
u_00175,38,M,tier_2,Android,mobile_web,mid,new,running,repair,sportswear,RU,575,0
u_00176,35,F,tier_1,Android,mobile_app,high,new,wearables,laptops,haircare,RU,375,0
u_00177,41,F,tier_2,Windows,desktop_web,low,new,hotels,wellness,skincare,RU,1079,0
u_00178,39,M,tier_1,Windows,desktop_web,mid,power,shoes,design,haircare,RU,926,0
u_00179,18,M,tier_2,Android,mobile_web,high,active,delivery,books,haircare,RU,317,1
u_00180,29,M,tier_2,Android,mobile_web,low,active,investing,audio,restaurants,RU,977,0
u_00181,27,M,tier_1,Android,mobile_app,mid,active,wallets,skincare,design,RU,189,0
u_00182,49,M,tier_2,iOS,mobile_web,mid,casual,music,hotels,appliances,RU,331,0
u_00183,52,M,tier_2,Android,mobile_app,high,active,wallets,restaurants,fragrance,RU,804,0
u_00184,31,F,tier_1,Windows,desktop_web,high,new,shoes,business,delivery,RU,808,0
u_00185,36,F,tier_1,iOS,mobile_app,mid,active,cycling,restaurants,coding,RU,164,0
u_00186,34,F,tier_2,Android,mobile_app,low,active,laptops,flights,audio,RU,788,1
u_00187,34,F,tier_1,Android,mobile_web,low,casual,coffee,fragrance,language,RU,362,0
u_00188,32,F,tier_1,Android,mobile_app,mid,new,business,repair,skincare,RU,459,0
u_00189,24,M,tier_3,Android,mobile_web,high,casual,cycling,haircare,hotels,RU,762,1
u_00190,39,F,tier_3,Android,mobile_app,mid,new,laptops,healthy,fragrance,RU,447,0
u_00191,33,F,tier_1,iOS,mobile_app,mid,active,audio,wellness,haircare,RU,905,0
u_00192,40,M,tier_2,macOS,desktop_web,mid,new,events,football,running,RU,101,0
u_00193,28,M,tier_3,Android,mobile_app,high,casual,events,wallets,investing,RU,802,0
u_00194,37,F,tier_2,Android,mobile_app,low,casual,restaurants,sportswear,insurance,RU,726,0
u_00195,19,F,tier_1,iOS,mobile_web,low,active,fragrance,smartphones,wallets,RU,881,0
u_00196,27,F,tier_1,Android,mobile_app,mid,casual,wellness,school,decor,RU,217,0
u_00197,18,M,tier_2,Windows,desktop_web,mid,active,skincare,coffee,insurance,RU,822,0
u_00198,21,F,tier_3,Android,mobile_web,mid,new,cycling,luxury,music,RU,270,0
u_00199,33,F,tier_3,iOS,mobile_app,mid,active,garden,outdoor,football,RU,954,0
u_00200,29,M,tier_3,iOS,mobile_app,low,power,school,sportswear,wearables,RU,302,0
u_00201,39,M,tier_2,Android,mobile_web,mid,active,insurance,streaming,repair,RU,308,1
u_00202,36,F,tier_1,Android,mobile_app,high,power,fragrance,insurance,healthy,RU,739,1
u_00203,37,F,tier_2,Android,mobile_app,low,casual,smartphones,delivery,sportswear,RU,1051,0
u_00204,18,F,tier_1,Android,mobile_app,mid,active,wearables,sportswear,furniture,RU,594,0
u_00205,28,F,tier_3,Android,mobile_web,low,active,healthy,design,language,RU,638,0
u_00206,33,M,tier_1,iOS,mobile_app,mid,power,haircare,hotels,wellness,RU,668,0
u_00207,32,F,tier_2,macOS,desktop_web,mid,active,books,loans,events,RU,71,0
u_00208,46,M,tier_2,iOS,mobile_app,low,active,restaurants,football,outdoor,RU,351,0
u_00209,35,M,tier_3,Android,mobile_app,high,casual,sportswear,language,football,RU,482,0
u_00210,38,M,tier_2,iOS,mobile_app,low,active,coffee,music,football,RU,750,0
u_00211,27,M,tier_2,Android,mobile_app,low,casual,flights,garden,investing,RU,767,1
u_00212,43,M,tier_3,Android,mobile_app,mid,active,wellness,audio,skincare,RU,958,0
u_00213,26,M,tier_3,Windows,desktop_web,mid,casual,coffee,books,haircare,RU,194,0
u_00214,40,M,tier_2,iOS,mobile_web,mid,active,haircare,investing,language,RU,1024,0
u_00215,22,F,tier_2,iOS,mobile_app,mid,new,football,snacks,wallets,RU,938,0
u_00216,40,M,tier_2,Android,mobile_app,low,casual,garden,loans,insurance,RU,596,0
u_00217,34,M,tier_1,Windows,desktop_web,mid,casual,business,coffee,decor,RU,890,1
u_00218,23,F,tier_1,iOS,mobile_app,low,casual,wallets,healthy,accessories,RU,366,0
u_00219,27,F,tier_2,iOS,mobile_app,low,power,fitness,fragrance,wellness,RU,1045,0
u_00220,22,F,tier_1,Android,mobile_app,mid,active,gaming,snacks,hotels,RU,1011,0
u_00221,37,F,tier_1,Android,mobile_app,mid,power,hotels,investing,laptops,RU,23,0
u_00222,30,M,tier_2,Android,mobile_app,mid,active,events,insurance,investing,RU,816,0
u_00223,34,F,tier_2,Android,mobile_app,mid,casual,accessories,delivery,fitness,RU,116,0
u_00224,18,M,tier_2,Android,mobile_web,low,casual,restaurants,cards,running,RU,526,0
u_00225,49,M,tier_2,Android,mobile_app,high,casual,appliances,fragrance,business,RU,664,0
u_00226,37,M,tier_1,Android,mobile_app,high,active,sportswear,snacks,delivery,RU,706,0
u_00227,34,M,tier_3,Android,mobile_app,mid,active,sportswear,casual,hotels,RU,506,0
u_00228,31,M,tier_3,Android,mobile_app,mid,casual,shoes,fragrance,delivery,RU,642,1
u_00229,48,F,tier_3,Android,mobile_app,high,active,weekend_trips,furniture,business,RU,720,1
u_00230,45,U,tier_2,Android,mobile_app,mid,power,school,fragrance,fitness,RU,893,0
u_00231,25,M,tier_1,Android,mobile_web,mid,casual,hotels,accessories,car_rental,RU,401,1
u_00232,21,F,tier_2,iOS,mobile_app,mid,active,makeup,books,skincare,RU,9,0
u_00233,38,F,tier_2,Android,mobile_web,mid,casual,furniture,school,language,RU,147,0
u_00234,32,F,tier_2,Windows,desktop_web,low,new,fitness,flights,fragrance,RU,919,0
u_00235,30,F,tier_3,Android,mobile_app,mid,active,coding,healthy,wearables,RU,662,0
u_00236,30,M,tier_2,Android,mobile_app,mid,casual,laptops,accessories,gaming,RU,127,0
u_00237,18,M,tier_3,Android,mobile_app,mid,new,sportswear,accessories,smartphones,RU,314,0
u_00238,35,M,tier_1,Windows,desktop_web,high,casual,audio,loans,sportswear,RU,211,0
u_00239,47,U,tier_1,Windows,desktop_web,low,casual,healthy,hotels,wallets,RU,439,0
u_00240,26,M,tier_2,Android,mobile_web,mid,active,audio,healthy,design,RU,678,0
u_00241,48,M,tier_2,iOS,mobile_app,high,power,delivery,fitness,cinema,RU,693,1
u_00242,31,F,tier_2,Android,mobile_app,low,power,cycling,snacks,luxury,RU,77,0
u_00243,37,M,tier_1,Windows,desktop_web,mid,casual,flights,smartphones,audio,RU,273,0
u_00244,34,F,tier_2,iOS,mobile_web,low,casual,football,garden,loans,RU,297,0
u_00245,28,U,tier_2,iOS,mobile_app,mid,active,shoes,makeup,restaurants,RU,496,0
u_00246,18,F,tier_2,Android,mobile_web,mid,new,wallets,investing,cinema,RU,123,1
u_00247,40,F,tier_2,Android,mobile_app,mid,casual,coffee,wellness,investing,RU,171,0
u_00248,26,M,tier_3,Android,mobile_web,low,active,business,insurance,hotels,RU,464,0
u_00249,33,M,tier_2,Android,mobile_web,high,active,insurance,events,garden,RU,323,0
u_00250,34,F,tier_2,Android,mobile_app,mid,casual,furniture,accessories,garden,RU,751,0
u_00251,25,M,tier_1,iOS,mobile_app,low,power,coffee,audio,healthy,RU,27,1
u_00252,32,M,tier_1,Android,mobile_app,mid,active,appliances,hotels,gaming,RU,1094,0
u_00253,50,F,tier_1,macOS,desktop_web,low,casual,sportswear,design,fitness,RU,748,1
u_00254,43,F,tier_3,Android,mobile_app,mid,active,weekend_trips,fragrance,audio,RU,797,0
u_00255,46,F,tier_1,iOS,mobile_app,low,casual,wallets,healthy,fragrance,RU,325,0
u_00256,39,F,tier_3,Android,mobile_app,mid,active,decor,investing,football,RU,505,0
u_00257,39,F,tier_3,iOS,mobile_app,mid,casual,delivery,wellness,repair,RU,404,0
u_00258,20,M,tier_1,macOS,desktop_web,mid,casual,books,fitness,school,RU,736,0
u_00259,40,M,tier_1,Android,mobile_app,mid,active,insurance,business,language,RU,746,1
u_00260,24,M,tier_1,iOS,mobile_app,high,new,restaurants,snacks,cards,RU,911,1
u_00261,47,F,tier_2,Android,mobile_app,mid,power,accessories,casual,audio,RU,432,0
u_00262,49,M,tier_1,Windows,desktop_web,low,casual,car_rental,sportswear,decor,RU,352,0
u_00263,30,F,tier_2,Android,mobile_web,low,active,outdoor,decor,casual,RU,184,0
u_00264,30,M,tier_2,Android,mobile_app,low,active,investing,school,coding,RU,538,0
u_00265,34,M,tier_2,Android,mobile_web,high,active,fitness,wallets,gaming,RU,624,0
u_00266,45,M,tier_2,iOS,mobile_app,low,new,cinema,language,business,RU,962,0
u_00267,29,F,tier_1,Android,mobile_web,low,casual,skincare,decor,music,RU,337,1
u_00268,22,M,tier_1,Android,mobile_web,low,new,furniture,healthy,makeup,RU,585,0
u_00269,37,F,tier_2,macOS,desktop_web,mid,casual,weekend_trips,events,school,RU,249,0
u_00270,24,F,tier_1,Android,mobile_app,mid,casual,repair,running,laptops,RU,1,0
u_00271,30,M,tier_1,Windows,desktop_web,high,active,business,audio,restaurants,RU,109,0
u_00272,30,M,tier_2,Windows,desktop_web,low,new,garden,accessories,insurance,RU,39,1
u_00273,52,F,tier_1,Android,mobile_app,low,active,snacks,wellness,fragrance,RU,375,0
u_00274,30,F,tier_2,macOS,desktop_web,mid,active,wallets,appliances,cycling,RU,184,0
u_00275,18,M,tier_1,iOS,mobile_app,low,casual,smartphones,wearables,wallets,RU,294,0
u_00276,30,F,tier_3,Android,mobile_app,mid,power,wallets,restaurants,haircare,RU,901,0
u_00277,25,M,tier_1,Windows,desktop_web,mid,casual,haircare,design,furniture,RU,48,0
u_00278,31,M,tier_1,Android,mobile_app,mid,casual,investing,football,fitness,RU,102,0
u_00279,47,U,tier_3,Android,mobile_app,low,casual,laptops,furniture,weekend_trips,RU,643,0
u_00280,33,M,tier_1,iOS,mobile_web,mid,active,fitness,football,restaurants,RU,282,0
u_00281,32,F,tier_1,Android,mobile_app,mid,new,running,shoes,appliances,RU,590,0
u_00282,51,F,tier_3,Android,mobile_app,mid,new,events,accessories,running,RU,821,0
u_00283,18,F,tier_1,Android,mobile_web,low,casual,accessories,cinema,laptops,RU,451,0
u_00284,27,F,tier_1,Android,mobile_app,high,power,music,weekend_trips,accessories,RU,240,0
u_00285,33,M,tier_1,Windows,desktop_web,mid,casual,decor,garden,restaurants,RU,1053,0
u_00286,38,M,tier_1,iOS,mobile_web,low,active,skincare,streaming,running,RU,131,0
u_00287,28,F,tier_2,iOS,mobile_app,low,active,smartphones,weekend_trips,coding,RU,178,0
u_00288,44,F,tier_1,iOS,mobile_app,high,casual,garden,makeup,outdoor,RU,192,0
u_00289,35,M,tier_1,Android,mobile_app,mid,casual,cards,language,garden,RU,765,0
u_00290,35,F,tier_2,Android,mobile_app,low,new,design,audio,flights,RU,1084,0
u_00291,26,M,tier_2,Android,mobile_app,mid,new,insurance,business,language,RU,197,0
u_00292,34,F,tier_1,iOS,mobile_app,high,active,accessories,design,running,RU,491,0
u_00293,33,F,tier_1,Windows,desktop_web,high,active,shoes,language,coding,RU,1043,0
u_00294,18,M,tier_2,Windows,desktop_web,high,power,sportswear,hotels,cards,RU,1068,0
u_00295,18,F,tier_2,Android,mobile_app,low,casual,insurance,sportswear,fragrance,RU,676,0
u_00296,29,F,tier_3,Android,mobile_app,mid,new,delivery,loans,decor,RU,242,0
u_00297,30,F,tier_1,iOS,mobile_web,low,casual,cinema,events,business,RU,276,0
u_00298,22,M,tier_3,macOS,desktop_web,low,active,smartphones,design,makeup,RU,804,0
u_00299,23,F,tier_1,Windows,desktop_web,low,active,skincare,design,coding,RU,421,0
